"Season","TeamName","eFGPct","RankeFGPct","TOPct","RankTOPct","ORPct","RankORPct","FTRate","RankFTRate"
2026,"Oregon",50,136,17.6726658436749,168,30.3664921465969,161,30.8282208588957,79
2026,"Oregon St.",48.0609418282548,77,16.2626293273461,252,34.0909090909091,281,34.0720221606648,148
2026,"Pacific",47.0796460176991,55,15.2048745038851,296,25.9259259259259,28,39.4690265486726,260
2026,"Penn",52.5305410122164,244,16.2268609688854,253,33.0246913580247,258,25.305410122164,19
2026,"Penn St.",55.4761904761905,309,20.4203407810117,45,29.2537313432836,119,24.1269841269841,12
2026,"Pepperdine",51.1705685618729,178,16.8874654243704,213,31.5634218289086,206,28.9297658862876,58
2026,"Pittsburgh",50.0762195121951,139,16.677541017521,228,28.8607594936709,109,35.0609756097561,167
2026,"Portland",51.9809825673534,221,18.2932891466446,132,30.2702702702703,156,32.4881141045959,118
2026,"Portland St.",49.492385786802,123,19.5990200489976,78,31.063829787234,183,44.6700507614213,325
2026,"Prairie View A&M",56.3275434243176,323,20.3989228606153,46,37.6068376068376,340,53.3498759305211,359
2026,"Presbyterian",49.7444633730835,128,16.7489800300623,223,31.5642458100559,207,39.5229982964225,262
2026,"Princeton",53.4722222222222,269,15.1324085750315,306,22.7272727272727,1,41.2037037037037,293
2026,"Providence",50.6888633754305,158,15.2886233910875,292,31.6573556797021,208,32.1469575200918,104
2026,"Purdue",47.4188790560472,65,15.5536770921386,283,28.1553398058252,89,20.353982300885,3
2026,"Purdue Fort Wayne",58.4437086092715,356,19.8545861297539,67,35.625,317,28.3112582781457,49
2026,"Queens",55.6980056980057,315,13.9613840808491,340,37.3096446700508,336,37.4643874643875,222
2026,"Quinnipiac",49.8559077809798,131,18.0372017285652,146,34.75,304,29.2507204610951,61
2026,"Radford",52.9725609756098,261,18.9018627480869,103,34.5454545454545,300,45.5792682926829,333
2026,"Rhode Island",48.151001540832,82,22.3508777375945,14,33.6492890995261,273,38.0585516178737,236
2026,"Rice",50.7563025210084,160,17.3674751321245,183,34.1597796143251,286,38.9915966386555,252
2026,"Richmond",49.660441426146,125,18.5007537344114,120,26.3157894736842,37,36.3327674023769,194
2026,"Rider",52.4907749077491,239,13.0331258615648,357,32.0872274143302,226,32.1033210332103,103
2026,"Robert Morris",48.5049833887043,90,16.9624522096265,207,31.496062992126,205,50.4983388704319,355
